ticket_id,csat_score,response_date
TCK-0009515,4,2024-08-21
TCK-0009516,5,2024-06-24
TCK-0009518,4,2024-02-04
TCK-0009522,4,2024-01-22
TCK-0009524,4,2024-02-18
TCK-0009525,5,2024-11-20
TCK-0009526,5,2024-11-12
TCK-0009528,1,2024-11-20
TCK-0009529,5,2024-05-17
TCK-0009531,3,2024-05-17
TCK-0009532,2,2024-10-23
TCK-0009533,3,2024-04-17
TCK-0009535,5,2024-03-04
TCK-0009537,5,2024-06-23
TCK-0009539,4,2024-05-05
TCK-0009540,3,2024-06-30
TCK-0009541,5,2024-10-05
TCK-0009543,5,2024-09-27
TCK-0009544,1,2024-09-16
TCK-0009546,4,2024-07-07
TCK-0009547,4,2024-04-18
TCK-0009548,5,2024-09-16
TCK-0009552,2,2024-04-04
TCK-0009553,4,2024-05-14
TCK-0009556,3,2024-05-21
TCK-0009557,4,2024-12-26
TCK-0009558,5,2024-12-25
TCK-0009563,3,2024-03-10
TCK-0009564,4,2024-10-08
TCK-0009566,3,2024-01-10
TCK-0009567,3,2024-01-13
TCK-0009568,2,2024-10-17
TCK-0009571,5,2024-11-18
TCK-0009572,5,2024-08-14
TCK-0009574,5,2024-04-08
TCK-0009575,5,2024-08-13
TCK-0009578,3,2024-03-27
TCK-0009579,5,2024-09-13
TCK-0009584,3,2024-04-14
TCK-0009585,4,2024-08-24
TCK-0009587,5,2024-05-28
TCK-0009588,2,2024-08-24
TCK-0009589,5,2024-09-25
TCK-0009590,5,2024-09-23
TCK-0009592,5,2024-08-21
TCK-0009593,4,2024-06-22
TCK-0009599,2,2024-03-19
TCK-0009600,4,2024-02-27
TCK-0009601,5,2024-04-09
TCK-0009605,3,2024-04-20
TCK-0009608,3,2024-07-01
TCK-0009610,5,2024-09-10
TCK-0009611,2,2024-12-05
TCK-0009612,3,2024-09-12
TCK-0009613,3,2024-08-13
TCK-0009614,5,2024-05-17
TCK-0009615,4,2024-06-23
TCK-0009616,1,2024-04-27
TCK-0009618,4,2024-10-03
TCK-0009621,5,2024-07-23
TCK-0009622,4,2024-11-12
TCK-0009624,1,2024-04-13
TCK-0009627,5,2024-05-13
TCK-0009628,4,2024-11-05
TCK-0009629,5,2024-02-11
TCK-0009631,2,2024-03-06
TCK-0009632,5,2024-12-15
TCK-0009635,5,2024-10-04
TCK-0009636,3,2024-06-24
TCK-0009637,5,2024-02-07
TCK-0009640,5,2024-03-21
TCK-0009643,5,2024-12-17
TCK-0009644,5,2024-11-18
TCK-0009646,3,2024-02-16
TCK-0009647,4,2024-10-11
TCK-0009651,2,2024-10-12
TCK-0009653,5,2024-11-08
TCK-0009654,3,2024-09-01
TCK-0009656,2,2024-06-11
TCK-0009657,3,2024-06-01
TCK-0009660,5,2024-09-17
TCK-0009662,3,2024-04-02
TCK-0009663,3,2024-05-20
TCK-0009664,3,2024-10-26
TCK-0009666,4,2024-05-01
TCK-0009668,5,2024-07-11
TCK-0009670,3,2024-08-22
TCK-0009673,2,2024-03-04
TCK-0009674,3,2024-02-29
TCK-0009677,4,2024-08-25
TCK-0009682,2,2024-03-17
TCK-0009683,4,2024-11-19
TCK-0009684,2,2024-04-27
TCK-0009686,1,2024-09-19
TCK-0009687,3,2024-03-26
TCK-0009688,4,2024-11-26
TCK-0009690,2,2024-02-02
TCK-0009691,5,2024-05-30
TCK-0009693,2,2024-10-14
TCK-0009694,2,2024-01-18
TCK-0009695,4,2024-04-22
TCK-0009697,5,2024-12-13
TCK-0009698,3,2024-07-31
TCK-0009701,5,2024-08-12
TCK-0009703,4,2024-10-14
TCK-0009706,3,2024-03-06
TCK-0009708,2,2025-01-04
TCK-0009709,5,2024-06-26
TCK-0009710,5,2024-02-14
TCK-0009711,4,2024-03-15
TCK-0009712,1,2024-07-19
TCK-0009713,4,2024-11-02
TCK-0009714,5,2024-04-04
TCK-0009717,5,2024-05-02
TCK-0009719,3,2024-04-20
TCK-0009721,5,2024-01-28
TCK-0009722,4,2024-12-06
TCK-0009724,4,2024-01-29
TCK-0009725,5,2024-02-12
TCK-0009727,5,2024-10-10
TCK-0009729,5,2024-03-19
TCK-0009730,4,2024-07-08
TCK-0009731,5,2024-08-21
TCK-0009733,1,2024-12-31
TCK-0009734,4,2024-04-21
TCK-0009735,2,2024-12-01
TCK-0009736,3,2024-07-10
TCK-0009738,5,2024-12-16
TCK-0009739,5,2024-07-29
TCK-0009740,5,2024-04-06
TCK-0009744,5,2024-03-19
TCK-0009745,4,2024-04-23
TCK-0009746,4,2024-02-15
TCK-0009748,4,2024-03-16
TCK-0009749,3,2024-04-11
TCK-0009750,3,2024-07-29
TCK-0009752,4,2024-11-19
TCK-0009753,4,2024-06-18
TCK-0009757,3,2024-02-26
TCK-0009760,4,2024-04-17
TCK-0009761,4,2024-04-26
TCK-0009763,4,2024-06-17
TCK-0009764,3,2024-12-05
TCK-0009765,5,2024-12-12
TCK-0009767,5,2024-07-19
TCK-0009769,3,2024-12-04
TCK-0009771,3,2024-09-12
TCK-0009773,5,2024-05-05
TCK-0009775,3,2024-12-18
TCK-0009776,1,2024-12-15
TCK-0009779,2,2024-06-01
TCK-0009780,5,2024-06-12
TCK-0009781,3,2024-05-26
TCK-0009782,2,2024-04-17
TCK-0009787,3,2024-05-10
TCK-0009789,5,2024-10-11
TCK-0009790,4,2024-06-04
TCK-0009791,4,2024-02-10
TCK-0009793,4,2024-12-29
TCK-0009795,4,2024-02-20
TCK-0009797,3,2024-03-24
TCK-0009799,5,2024-09-08
TCK-0009803,2,2024-07-25
TCK-0009805,4,2024-03-25
TCK-0009808,3,2024-04-09
TCK-0009809,4,2024-01-24
TCK-0009810,5,2024-06-28
TCK-0009814,2,2024-06-21
TCK-0009815,2,2024-06-30
TCK-0009816,3,2024-11-09
TCK-0009817,3,2024-03-02
TCK-0009819,5,2024-05-28
TCK-0009820,3,2024-11-05
TCK-0009822,4,2024-02-09
TCK-0009825,2,2024-08-18
TCK-0009827,3,2024-10-21
TCK-0009832,5,2024-11-25
TCK-0009833,4,2024-04-04
TCK-0009834,5,2024-08-05
TCK-0009835,3,2024-07-30
TCK-0009836,5,2024-09-17
TCK-0009838,3,2024-09-02
TCK-0009839,2,2024-07-08
TCK-0009841,5,2024-02-10
TCK-0009842,4,2024-05-18
TCK-0009843,5,2024-11-24
TCK-0009845,5,2024-09-14
TCK-0009846,4,2024-11-15
TCK-0009848,5,2024-12-30
TCK-0009851,3,2024-10-07
TCK-0009852,3,2024-10-12
TCK-0009853,5,2024-02-24
TCK-0009856,5,2024-09-16
TCK-0009857,5,2024-02-01
TCK-0009858,5,2024-05-23
TCK-0009859,4,2024-11-05
TCK-0009860,4,2024-01-10
TCK-0009862,5,2024-06-19
TCK-0009863,5,2024-05-06
TCK-0009864,4,2024-04-12
TCK-0009865,5,2024-12-29
TCK-0009867,4,2024-03-14
TCK-0009870,4,2024-05-03
TCK-0009871,5,2024-04-06
TCK-0009872,5,2024-07-09
TCK-0009873,5,2024-10-05
TCK-0009874,2,2024-06-09
TCK-0009876,4,2024-03-03
TCK-0009877,4,2024-01-25
TCK-0009878,5,2024-10-14
TCK-0009879,5,2024-09-16
TCK-0009881,2,2024-09-18
TCK-0009883,4,2024-12-26
TCK-0009884,4,2024-03-17
TCK-0009885,1,2024-01-24
TCK-0009886,2,2024-07-02
TCK-0009887,3,2024-06-28
TCK-0009893,5,2024-12-11
TCK-0009894,3,2024-11-20
TCK-0009895,4,2024-06-19
TCK-0009897,5,2024-04-14
TCK-0009898,4,2024-01-21
TCK-0009899,4,2024-03-28
TCK-0009901,4,2024-05-04
TCK-0009902,5,2024-11-17
TCK-0009903,5,2024-01-19
TCK-0009904,3,2024-09-08
TCK-0009905,3,2024-01-23
TCK-0009906,4,2024-05-27
TCK-0009907,3,2024-02-06
TCK-0009908,1,2025-01-05
TCK-0009910,2,2024-01-22
TCK-0009912,5,2024-09-16
TCK-0009916,4,2024-01-04
TCK-0009918,5,2024-09-08
TCK-0009921,4,2024-02-24
TCK-0009925,3,2024-08-11
TCK-0009929,1,2024-06-08
TCK-0009930,2,2024-10-18
TCK-0009931,5,2024-02-11
TCK-0009932,3,2024-07-28
TCK-0009933,3,2024-06-25
TCK-0009935,4,2024-03-18
TCK-0009936,3,2024-02-17
TCK-0009939,3,2024-10-06
TCK-0009940,5,2024-06-10
TCK-0009941,2,2024-06-16
TCK-0009942,1,2024-04-02
TCK-0009945,1,2024-07-19
TCK-0009946,5,2024-06-16
TCK-0009947,4,2024-09-22
TCK-0009948,5,2024-07-18
TCK-0009949,5,2024-03-14
TCK-0009950,4,2024-05-20
TCK-0009951,4,2024-10-03
TCK-0009956,4,2024-01-07
TCK-0009959,5,2024-01-07
TCK-0009962,5,2024-12-21
TCK-0009964,3,2024-10-08
TCK-0009966,5,2024-06-22
TCK-0009969,5,2024-12-22
TCK-0009970,4,2024-05-23
TCK-0009972,2,2024-02-18
TCK-0009973,4,2024-02-07
TCK-0009974,5,2024-03-16
TCK-0009975,1,2024-12-19
TCK-0009976,2,2024-11-11
TCK-0009977,3,2024-03-31
TCK-0009979,5,2024-06-04
TCK-0009982,5,2024-01-25
TCK-0009983,4,2024-08-20
TCK-0009984,5,2024-05-14
TCK-0009985,5,2024-07-20
TCK-0009988,3,2024-10-05
TCK-0009989,4,2024-12-17
TCK-0009990,4,2024-02-04
TCK-0009991,2,2024-12-02
TCK-0009994,5,2024-07-23
TCK-0009995,2,2024-05-31
TCK-0009996,2,2024-01-10
TCK-0009998,3,2024-04-27
TCK-0010001,5,2024-10-27
TCK-0010002,5,2024-11-29
TCK-0010004,1,2024-06-28
TCK-0010005,1,2024-04-29
TCK-0010009,4,2024-04-20
TCK-0010010,4,2024-12-17
TCK-0010011,5,2024-05-04
TCK-0010012,5,2024-06-22
TCK-0010016,3,2024-12-05
TCK-0010017,5,2024-08-14
TCK-0010018,5,2024-11-09
TCK-0010020,3,2024-08-11
TCK-0010021,3,2024-01-16
TCK-0010022,4,2024-09-18
TCK-0010023,1,2024-04-11
TCK-0010025,5,2024-10-22
TCK-0010026,3,2024-07-30
TCK-0010029,5,2024-11-18
TCK-0010030,4,2024-06-07
TCK-0010031,5,2024-05-13
TCK-0010033,2,2024-08-07
TCK-0010034,5,2024-01-17
TCK-0010035,4,2024-03-04
TCK-0010038,2,2024-08-29
TCK-0010039,5,2024-08-31
TCK-0010040,4,2024-07-31
TCK-0010041,5,2024-02-18
TCK-0010042,3,2024-12-02
TCK-0010048,3,2024-11-30
TCK-0010049,5,2024-09-11
TCK-0010050,3,2024-09-06
TCK-0010051,2,2024-11-25
TCK-0010053,3,2024-08-17
TCK-0010055,3,2024-06-08
TCK-0010056,5,2024-08-17
TCK-0010057,5,2024-04-18
TCK-0010059,1,2024-12-03
TCK-0010060,5,2024-07-29
TCK-0010061,4,2024-08-10
TCK-0010062,5,2024-01-06
TCK-0010063,3,2024-06-07
TCK-0010065,3,2024-09-23
TCK-0010066,4,2024-04-02
TCK-0010067,4,2024-03-13
TCK-0010073,3,2024-04-17
TCK-0010074,3,2024-09-29
TCK-0010076,5,2024-05-22
TCK-0010078,3,2024-01-16
TCK-0010079,4,2024-09-25
TCK-0010080,4,2024-02-25
TCK-0010084,1,2024-10-21
TCK-0010085,1,2024-03-06
TCK-0010087,4,2024-09-15
TCK-0010088,2,2024-05-21
TCK-0010092,4,2024-09-02
TCK-0010094,5,2024-10-13
TCK-0010095,5,2024-05-27
TCK-0010096,4,2024-04-05
TCK-0010097,2,2024-09-20
TCK-0010098,2,2024-07-20
TCK-0010099,5,2024-02-07
TCK-0010107,3,2024-01-04
TCK-0010110,2,2024-05-21
TCK-0010113,3,2024-10-25
TCK-0010117,5,2024-03-21
TCK-0010118,2,2024-08-21
TCK-0010121,5,2024-11-04
TCK-0010122,4,2024-10-08
TCK-0010126,4,2024-07-06
TCK-0010127,3,2024-07-21
TCK-0010129,5,2024-02-18
TCK-0010130,4,2024-08-14
TCK-0010133,4,2024-01-20
TCK-0010134,3,2024-03-01
TCK-0010135,3,2024-04-27
TCK-0010137,3,2024-07-24
TCK-0010139,4,2024-03-10
TCK-0010140,4,2024-11-27
TCK-0010141,4,2024-11-28
TCK-0010142,5,2024-09-03
TCK-0010147,3,2024-03-13
TCK-0010149,4,2024-01-15
TCK-0010150,4,2024-08-06
TCK-0010152,5,2024-12-29
TCK-0010154,5,2024-12-23
TCK-0010155,5,2024-09-23
TCK-0010156,4,2024-05-24
TCK-0010158,4,2024-08-10
TCK-0010159,5,2024-02-25
TCK-0010162,4,2024-11-22
TCK-0010165,4,2024-08-30
TCK-0010166,4,2024-11-29
TCK-0010167,5,2024-04-03
TCK-0010168,4,2024-07-09
TCK-0010171,2,2024-11-22
TCK-0010172,3,2024-06-29
TCK-0010174,4,2024-09-02
TCK-0010175,5,2024-01-21
TCK-0010176,4,2024-07-30
TCK-0010178,2,2024-10-18
TCK-0010179,4,2024-12-19
TCK-0010181,4,2024-09-12
TCK-0010182,4,2024-09-18
TCK-0010184,3,2024-02-22
TCK-0010187,4,2024-01-21
TCK-0010190,4,2024-08-18
TCK-0010192,3,2024-01-11
TCK-0010193,1,2024-07-19
TCK-0010197,3,2024-09-14
TCK-0010198,4,2024-09-19
TCK-0010199,4,2024-07-30
TCK-0010200,5,2024-05-26
TCK-0010202,5,2024-06-11
TCK-0010206,4,2024-04-20
TCK-0010207,2,2024-04-29
TCK-0010209,4,2024-04-02
TCK-0010210,4,2024-11-16
TCK-0010213,3,2024-05-11
TCK-0010214,3,2024-08-02
TCK-0010215,4,2024-03-24
TCK-0010216,2,2024-04-14
TCK-0010217,4,2024-11-13
TCK-0010218,5,2024-02-05
TCK-0010219,4,2024-07-09
TCK-0010220,5,2024-03-11
TCK-0010221,1,2024-03-25
TCK-0010222,5,2024-03-04
TCK-0010224,5,2024-04-20
TCK-0010225,4,2024-05-20
TCK-0010228,4,2024-08-04
TCK-0010230,5,2024-06-16
TCK-0010232,4,2024-10-28
TCK-0010233,4,2024-05-22
TCK-0010234,5,2024-04-03
TCK-0010237,4,2024-12-14
TCK-0010238,4,2024-10-06
TCK-0010239,4,2024-12-08
TCK-0010241,3,2024-02-19
TCK-0010243,4,2024-05-30
TCK-0010245,3,2024-11-11
TCK-0010246,5,2024-10-12
TCK-0010247,5,2024-10-14
TCK-0010248,3,2024-10-28
TCK-0010249,5,2024-05-04
TCK-0010252,5,2024-02-03
TCK-0010254,5,2024-06-06
TCK-0010258,5,2024-07-02
TCK-0010259,3,2024-01-11
TCK-0010260,3,2024-03-10
TCK-0010263,2,2024-11-07
TCK-0010264,4,2024-02-25
TCK-0010265,1,2024-11-18
TCK-0010266,4,2024-09-26
TCK-0010267,4,2024-04-17
TCK-0010269,5,2024-04-23
TCK-0010273,4,2024-12-17
TCK-0010275,4,2024-03-23
TCK-0010276,4,2024-03-07
TCK-0010278,1,2024-02-23
TCK-0010281,4,2024-11-20
TCK-0010282,5,2024-02-08
TCK-0010283,4,2024-10-19
TCK-0010285,3,2024-03-27
TCK-0010286,4,2024-05-28
TCK-0010291,2,2024-09-02
TCK-0010293,3,2024-12-25
TCK-0010294,5,2024-07-13
TCK-0010296,5,2024-09-01
TCK-0010297,5,2024-07-14
TCK-0010298,4,2024-08-19
TCK-0010299,5,2024-03-23
TCK-0010300,4,2024-03-02
TCK-0010301,4,2024-03-25
TCK-0010303,2,2024-05-05
TCK-0010305,4,2024-02-29
TCK-0010306,5,2024-01-24
TCK-0010308,4,2024-09-12
TCK-0010309,4,2024-05-11
TCK-0010312,4,2024-10-03
TCK-0010313,5,2024-04-16
TCK-0010314,3,2024-07-09
TCK-0010316,1,2024-12-28
TCK-0010321,5,2024-12-16
TCK-0010323,4,2024-04-16
TCK-0010324,2,2024-04-21
TCK-0010325,2,2024-02-08
TCK-0010327,5,2024-07-05
TCK-0010328,4,2024-10-09
TCK-0010329,4,2024-10-13
TCK-0010332,4,2024-05-07
TCK-0010340,4,2024-08-04
TCK-0010341,3,2024-04-12
TCK-0010342,5,2024-12-01
TCK-0010343,4,2024-03-28
TCK-0010345,5,2024-09-07
TCK-0010347,2,2024-03-13
TCK-0010348,4,2024-04-23
TCK-0010349,2,2024-09-08
TCK-0010350,5,2024-01-14
TCK-0010351,2,2024-01-20
TCK-0010352,3,2024-08-20
TCK-0010353,3,2024-10-22
TCK-0010354,5,2024-10-11
TCK-0010355,3,2024-12-06
TCK-0010356,3,2024-11-30
TCK-0010357,2,2024-02-28
TCK-0010359,4,2024-11-17
TCK-0010360,5,2024-03-04
TCK-0010361,3,2024-07-14
TCK-0010363,2,2024-10-14
TCK-0010366,3,2024-06-13
TCK-0010367,4,2024-03-15
TCK-0010368,3,2024-12-10
TCK-0010369,4,2024-01-24
TCK-0010370,5,2024-07-26
TCK-0010371,4,2024-03-23
TCK-0010372,5,2024-05-30
TCK-0010374,5,2024-02-20
TCK-0010380,3,2024-06-23
TCK-0010381,4,2024-07-05
TCK-0010384,4,2024-12-16
TCK-0010385,2,2024-11-17
TCK-0010390,4,2024-05-20
TCK-0010391,3,2024-07-25
TCK-0010392,5,2024-01-21
TCK-0010395,3,2024-04-14
TCK-0010396,4,2024-09-29
TCK-0010398,4,2024-11-02
TCK-0010399,5,2024-07-23
TCK-0010405,3,2024-11-28
TCK-0010406,3,2024-09-13
TCK-0010409,5,2024-03-31
TCK-0010411,4,2024-02-02
TCK-0010412,3,2024-06-23
TCK-0010413,3,2024-11-17
TCK-0010414,4,2024-02-02
TCK-0010416,5,2024-08-29
TCK-0010418,4,2024-03-21
TCK-0010420,3,2024-03-12
TCK-0010422,2,2024-05-30
TCK-0010423,4,2024-10-04
TCK-0010425,4,2024-04-18
TCK-0010430,4,2024-08-16
TCK-0010432,1,2024-06-12
TCK-0010436,5,2024-03-14
TCK-0010437,4,2024-05-06
TCK-0010439,3,2024-03-05
TCK-0010442,4,2024-05-29
TCK-0010444,3,2024-02-05
TCK-0010446,5,2024-02-24
TCK-0010447,1,2024-11-20
TCK-0010448,5,2024-02-15
TCK-0010451,5,2024-05-05
TCK-0010452,5,2024-04-22
TCK-0010456,3,2024-06-15
TCK-0010460,4,2024-12-30
TCK-0010461,5,2024-09-05
TCK-0010463,4,2024-10-24
TCK-0010464,5,2024-02-06
TCK-0010465,4,2024-07-20
TCK-0010467,5,2024-06-10
TCK-0010470,4,2024-02-14
TCK-0010471,1,2024-03-06
TCK-0010477,4,2024-11-11
TCK-0010480,4,2024-07-22
TCK-0010481,5,2024-03-26
TCK-0010482,5,2024-03-25
TCK-0010484,5,2024-10-01
TCK-0010485,4,2024-10-04
TCK-0010486,2,2024-04-11
TCK-0010487,5,2024-05-18
TCK-0010490,5,2024-06-05
TCK-0010491,4,2024-04-27
TCK-0010492,4,2024-11-05
TCK-0010493,3,2024-09-20
TCK-0010495,3,2024-05-04
TCK-0010496,4,2024-11-16
TCK-0010497,4,2024-05-16
TCK-0010498,5,2024-11-11
TCK-0010499,5,2024-04-10
TCK-0010500,4,2024-12-27
TCK-0010501,4,2024-12-21
TCK-0010504,5,2024-07-14
TCK-0010505,4,2024-12-04
TCK-0010506,4,2025-01-01
TCK-0010513,3,2024-08-18
TCK-0010514,4,2024-02-20
TCK-0010516,5,2024-06-25
TCK-0010517,3,2024-04-27
TCK-0010519,5,2024-06-20
TCK-0010521,5,2024-04-17
TCK-0010522,4,2024-02-23
TCK-0010523,5,2024-11-03
TCK-0010526,3,2024-03-08
TCK-0010527,5,2024-09-08
TCK-0010528,4,2024-08-01
TCK-0010530,2,2024-03-24
TCK-0010531,4,2024-10-23
TCK-0010537,2,2024-05-14
TCK-0010538,4,2024-01-15
TCK-0010542,5,2024-12-30
TCK-0010543,3,2024-12-14
TCK-0010546,1,2024-03-11
TCK-0010547,5,2024-06-02
TCK-0010548,4,2024-09-15
TCK-0010551,5,2024-12-26
TCK-0010552,4,2024-01-11
TCK-0010553,3,2024-05-08
TCK-0010555,4,2024-01-17
TCK-0010556,4,2024-10-11
TCK-0010557,5,2024-07-11
TCK-0010558,5,2024-12-12
TCK-0010561,3,2024-07-21
TCK-0010562,3,2024-09-14
TCK-0010563,4,2024-02-19
TCK-0010569,4,2024-02-10
TCK-0010570,5,2024-08-03
TCK-0010571,4,2024-01-07
TCK-0010572,5,2024-12-27
TCK-0010573,5,2024-01-29
TCK-0010574,3,2024-05-27
TCK-0010575,5,2024-06-16
TCK-0010576,3,2024-04-11
TCK-0010581,4,2024-05-30
TCK-0010583,5,2024-05-14
TCK-0010589,2,2024-09-17
TCK-0010591,5,2024-08-01
TCK-0010592,4,2024-03-21
TCK-0010593,5,2024-08-20
TCK-0010598,5,2024-05-17
TCK-0010600,4,2024-12-02
TCK-0010601,4,2024-12-02
TCK-0010602,5,2024-03-17
TCK-0010603,4,2024-08-19
TCK-0010604,5,2024-02-06
TCK-0010605,3,2024-12-21
TCK-0010606,4,2024-11-12
TCK-0010607,1,2024-02-11
TCK-0010608,4,2024-07-08
TCK-0010609,3,2024-09-24
TCK-0010611,4,2024-09-30
TCK-0010614,4,2024-06-27
TCK-0010615,5,2024-08-17
TCK-0010617,5,2024-10-21
TCK-0010618,5,2024-11-01
TCK-0010619,1,2024-11-26
TCK-0010623,3,2024-04-18
TCK-0010625,5,2024-12-17
TCK-0010626,3,2024-09-20
TCK-0010628,2,2024-02-22
TCK-0010629,1,2024-07-14
TCK-0010630,3,2024-05-06
TCK-0010631,3,2024-01-09
TCK-0010633,3,2024-06-05
TCK-0010635,5,2024-06-05
TCK-0010636,4,2024-02-05
TCK-0010637,3,2024-09-05
TCK-0010638,5,2024-11-25
TCK-0010639,5,2024-05-15
TCK-0010642,5,2024-01-29
TCK-0010644,5,2024-10-17
TCK-0010645,3,2024-04-30
TCK-0010646,4,2024-12-26
TCK-0010648,3,2024-05-01
TCK-0010649,4,2024-10-26
TCK-0010650,5,2024-08-27
TCK-0010653,5,2024-12-26
TCK-0010654,5,2024-12-01
TCK-0010655,5,2024-04-07
TCK-0010656,3,2024-04-14
TCK-0010657,4,2024-07-31
TCK-0010658,4,2024-07-17
TCK-0010659,4,2024-10-22
TCK-0010660,2,2024-01-19
TCK-0010661,4,2024-12-07
TCK-0010663,4,2024-01-16
TCK-0010666,3,2024-05-01
TCK-0010667,1,2024-08-31
TCK-0010668,3,2024-10-11
TCK-0010669,4,2024-01-12
TCK-0010670,4,2024-06-12
TCK-0010672,5,2024-08-03
TCK-0010675,3,2024-08-24
TCK-0010677,3,2024-08-23
TCK-0010678,2,2024-09-17
TCK-0010681,4,2024-11-23
TCK-0010682,4,2024-04-26
TCK-0010683,5,2024-10-31
TCK-0010684,5,2024-05-24
TCK-0010686,5,2024-01-25
TCK-0010687,4,2024-07-18
TCK-0010689,2,2024-05-02
TCK-0010690,3,2024-09-25
TCK-0010691,3,2024-09-01
TCK-0010692,2,2024-01-22
TCK-0010693,4,2024-11-08
TCK-0010697,1,2024-12-14
TCK-0010703,3,2024-05-13
TCK-0010704,2,2024-10-17
TCK-0010705,5,2024-06-16
TCK-0010706,3,2025-01-01
TCK-0010707,2,2024-01-21
TCK-0010708,3,2024-05-29
TCK-0010709,4,2024-04-25
TCK-0010710,4,2024-06-29
TCK-0010712,3,2024-12-03
TCK-0010714,4,2024-11-15
TCK-0010715,5,2024-11-05
TCK-0010716,3,2024-05-10
TCK-0010717,3,2024-11-02
TCK-0010718,3,2024-06-22
TCK-0010721,3,2024-01-11
TCK-0010722,4,2024-05-14
TCK-0010723,3,2024-08-10
TCK-0010724,4,2024-12-24
TCK-0010725,3,2024-06-30
TCK-0010726,4,2024-09-26
TCK-0010727,3,2024-10-06
TCK-0010728,2,2024-08-21
TCK-0010729,3,2024-07-07
TCK-0010730,5,2024-11-11
TCK-0010731,3,2024-09-11
TCK-0010732,4,2024-02-10
TCK-0010733,5,2024-08-07
TCK-0010734,5,2024-09-07
TCK-0010736,5,2024-07-30
TCK-0010737,4,2024-05-01
TCK-0010738,4,2024-08-28
TCK-0010739,4,2024-06-03
TCK-0010740,4,2024-10-05
TCK-0010741,4,2024-03-02
TCK-0010742,4,2024-10-12
TCK-0010743,4,2024-11-08
TCK-0010744,5,2024-08-16
TCK-0010745,2,2024-02-04
TCK-0010747,1,2024-08-24
TCK-0010750,5,2024-10-28
TCK-0010751,4,2024-01-09
TCK-0010752,5,2024-10-08
TCK-0010758,3,2024-11-01
TCK-0010759,4,2024-12-24
TCK-0010760,4,2024-03-11
TCK-0010761,3,2024-02-07
TCK-0010762,2,2024-02-26
TCK-0010766,4,2024-05-07
TCK-0010772,5,2024-12-10
TCK-0010774,1,2024-06-25
TCK-0010775,5,2024-08-01
TCK-0010776,3,2024-02-24
TCK-0010777,4,2024-02-06
TCK-0010779,2,2024-07-26
TCK-0010782,3,2024-04-24
TCK-0010783,3,2024-05-27
TCK-0010785,3,2024-05-16
TCK-0010787,4,2024-09-16
TCK-0010788,5,2024-06-29
TCK-0010790,5,2024-10-15
TCK-0010791,4,2024-01-11
TCK-0010792,4,2024-06-24
TCK-0010794,5,2024-05-17
TCK-0010795,4,2024-10-11
TCK-0010796,2,2024-09-07
TCK-0010797,4,2024-08-14
TCK-0010798,4,2024-08-26
TCK-0010799,3,2024-08-04
TCK-0010800,3,2024-09-02
TCK-0010802,5,2024-06-17
TCK-0010803,5,2024-11-13
TCK-0010805,4,2024-04-12
TCK-0010806,3,2024-08-29
TCK-0010809,5,2024-08-30
TCK-0010813,5,2024-03-19
TCK-0010815,5,2024-06-06
TCK-0010816,5,2024-04-01
TCK-0010817,5,2024-05-14
TCK-0010819,3,2024-06-19
TCK-0010821,5,2024-04-19
TCK-0010822,4,2024-09-29
TCK-0010824,2,2024-11-20
TCK-0010825,5,2024-08-30
TCK-0010826,4,2024-07-10
TCK-0010827,5,2024-11-27
TCK-0010828,3,2024-11-15
TCK-0010830,3,2024-09-25
TCK-0010831,1,2024-05-26
TCK-0010832,4,2024-07-23
TCK-0010833,5,2024-08-20
TCK-0010834,4,2024-03-31
TCK-0010835,4,2024-09-12
TCK-0010838,4,2024-10-11
TCK-0010839,3,2024-11-19
TCK-0010842,5,2024-04-04
TCK-0010844,5,2024-04-26
TCK-0010845,4,2024-10-31
TCK-0010847,1,2024-09-24
TCK-0010850,4,2024-07-15
TCK-0010851,4,2024-05-21
TCK-0010852,4,2024-05-26
TCK-0010854,2,2024-07-26
TCK-0010855,2,2024-07-26
TCK-0010856,3,2024-03-18
TCK-0010857,4,2024-03-06
TCK-0010860,5,2024-12-01
TCK-0010866,5,2024-02-24
TCK-0010867,5,2024-09-04
TCK-0010868,4,2024-03-22
TCK-0010869,4,2024-02-02
TCK-0010870,2,2024-01-26
TCK-0010873,4,2024-10-25
TCK-0010874,4,2024-08-01
TCK-0010875,4,2024-09-19
TCK-0010876,3,2024-02-25
TCK-0010877,3,2024-07-08
TCK-0010878,3,2024-06-29
TCK-0010881,1,2024-10-17
TCK-0010882,4,2024-12-06
TCK-0010883,4,2024-11-01
TCK-0010885,3,2024-03-29
TCK-0010889,5,2024-08-09
TCK-0010890,4,2024-07-22
TCK-0010894,1,2024-07-28
TCK-0010895,4,2024-10-28
TCK-0010898,2,2024-12-31
TCK-0010901,1,2024-06-29
TCK-0010903,3,2024-07-24
TCK-0010906,4,2024-04-16
TCK-0010908,1,2024-09-15
TCK-0010910,5,2024-05-31
TCK-0010911,3,2024-04-10
TCK-0010912,3,2024-05-09
TCK-0010913,4,2024-09-04
TCK-0010917,2,2024-12-12
TCK-0010919,5,2024-02-18
TCK-0010920,2,2024-08-21
TCK-0010921,4,2024-04-22
TCK-0010922,5,2024-11-19
TCK-0010923,2,2024-09-28
TCK-0010924,5,2024-08-31
TCK-0010928,5,2024-12-11
TCK-0010930,4,2024-05-16
TCK-0010931,4,2024-09-06
